asin,title,price,rating,reviews,countryOfOrigin,category1,bsr1,category2,bsr2,category3,bsr3,variations,sellers,fulfillment,revenue30Day,unitSales30Day,url,image,isPrime,isSponsored,pageNum,scrapedAt,
B0C3TLJNLZ,"Vital Proteins Collagen Peptides Beauty Edition Capsules, 2.5g of Collagen Per Serving with Biotin and Vitamin C, 30 Servings",$12.60,4.5,291,USA,Health & Household,26022,Collagen Supplements,271,,,3,2,FBA,"$5,786.85",459,https://www.amazon.com/dp/B0C3TLJNLZ,https://m.media-amazon.com/images/I/61DWYXG677L._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.453Z,170
B0DM5XBQKQ,"NATURE TARGET Multi-Collagen-Peptides-Powder for Joint Support, Hydrolyzed Collagen for Women Men with MSM + GC, Type I II III V X Collagen for Skin Hair & Nail, Non-GMO, 50 Servings",$23.99,4.6,267,USA,Health & Household,24240,Collagen Supplements,253,,,4,1,FBA,"$25,249.93","1,083",https://www.amazon.com/dp/B0DM5XBQKQ,https://m.media-amazon.com/images/I/61OFKsneP9L._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.454Z,171
B01N6GAAS0,NeoCell Super Collagen + C (360 ct),$29.30,4.6,593,USA,Health & Household,25541,Collagen Supplements,264,,,2,17,FBA,"$29,503.47","1,004",https://www.amazon.com/dp/B01N6GAAS0,https://m.media-amazon.com/images/I/51OyKmXAQ9L._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.454Z,172
B0FJHJKVTJ,"The 'Pause Life Skin & Bone, Verisol & Fortibone Collagen Peptides, Powder Formula with Hyaluronic Acid and Vitamin C, Gluten Free Supplement, Skin, Nails & Hair Support, Unflavored, Easy to Mix 12 OZ",$78.00,4.7,43,USA,Health & Household,25237,Collagen Supplements,261,,,1,1,FBA,"$74,996.00",990,https://www.amazon.com/dp/B0FJHJKVTJ,https://m.media-amazon.com/images/I/51MJcRfSlkL._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.455Z,173
B0D9XFCBRG,"Karseell Collagen Hair Treatment Set, Deep Repair Collagen Hair Mask Shampoo and Argan Oil for Dry Damaged Hair of All Types - 2 x 16.9floz + 1.69floz",$59.99,4.8,824,China,Beauty & Personal Care,13547,Hair Treatment Masks,122,,,2,1,FBA,"$65,213.38","1,125",https://www.amazon.com/dp/B0D9XFCBRG,https://m.media-amazon.com/images/I/51kPs1-9c7L._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.455Z,174
B0CTPPC12T,"Korean Collagen Jelly Sticks - 25 Pomegranate Flavored Marine Collagen Peptide Snacks for Anti-Aging- Collagen Protein Sugar-Free, Travel Packs for Hair & Nail Strength",$34.99,4.5,201,USA,Health & Household,17146,Collagen Supplements,183,,,4,5,FBA,"$58,839.75","1,697",https://www.amazon.com/dp/B0CTPPC12T,https://m.media-amazon.com/images/I/719mLOLDrPL._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.456Z,175
B09KCK8TPV,"Garden of Life Marine & Grass-Fed Collagen Peptides Powder Supplement (Type I, III) with Probiotics, BCAAs & Hyaluronic Acid for Radiant Hair, Skin & Nails – Unflavored, 20g per Serving, 12 Servings",$22.39,4.4,709,Amazon,Health & Household,25021,Collagen Supplements,258,,,3,3,AMZ,"$8,212.66",367,https://www.amazon.com/dp/B09KCK8TPV,https://m.media-amazon.com/images/I/717GHPc+1lL._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.456Z,176
B0127X3AEA,"NeoCell Collagen Peptides Powder | 6.9 oz | Unflavored Supplement | with Vitamin C and Hyaluronic Acid | Advanced Formula | Hair, Skin, & Nails | for Women and Men",$19.98,4.4,3200,USA,Health & Household,14587,Collagen Supplements,146,,,2,2,FBA,"$56,315.78","1,835",https://www.amazon.com/dp/B0127X3AEA,https://m.media-amazon.com/images/I/714Rto1CPnL._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.457Z,177
B0CSZ817RX,"DRFOSTER Multi-Collagen-Peptide-Powder with Probiotics, 50 Servings of Hydrolyzed Collagen Peptides with Hyaluronic Acid, Biotin & Multivitamins - Supports Skin, Hair, Nails Health",$23.58,4.6,443,USA,Health & Household,26817,Collagen Supplements,278,,,3,2,FBA,"$9,862.28",418,https://www.amazon.com/dp/B0CSZ817RX,https://m.media-amazon.com/images/I/617YAgUXWLL._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.458Z,178
B07GYM1VR2,"Alaskan Wild-Caught Marine Collagen Peptides with Hyaluronic Acid & Vitamin C - Supports Skin, Hair, Nails, Joints & Bones - Type 1 & 3 Collagen for Women & Men - 120 Powder Capsules",$29.99,4.5,627,USA,Health & Household,25417,Collagen Supplements,263,,,1,1,FBA,"$28,891.84",963,https://www.amazon.com/dp/B07GYM1VR2,https://m.media-amazon.com/images/I/81JrSOc-k3L._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.458Z,179
B0F1CDR58W,"It's Just! - Marine Collagen Peptides Types I & III, Whitefish Source, Tested for Heavy Metals, Gluten Free, Non-GMO, No Added Flavor, Unflavored, 20oz",$27.99,4.7,88,USA,Health & Household,26834,Collagen Supplements,279,,,1,1,FBA,"$24,080.91",944,https://www.amazon.com/dp/B0F1CDR58W,https://m.media-amazon.com/images/I/711xvwWyf9L._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.459Z,180
B081D6STBW,"Horbäach Skin Rejuvenator with Verisol 10.58 oz | Bioactive Collagen Peptide Powder | Types I and III | Non GMO, Gluten Free Supplement",$23.99,4.6,695,USA,Health & Household,25725,Collagen Supplements,268,,,1,1,FBA,"$20,225.82",843,https://www.amazon.com/dp/B081D6STBW,https://m.media-amazon.com/images/I/71O5wP77f5L._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.459Z,181
B0D213Z273,"BASK & LATHER GRO & Glow Liquid Vitamin, Liquid Collagen for Women, Natural Ingredients with Collagen, Biotin, Msm, Beauty Supplement, Helps Support Healthy Hair, Skin & Nails, Cherry Flavor, 2 FL Oz",$29.99,4.4,233,USA,Health & Household,27544,Collagen Supplements,286,,,1,2,FBA,"$27,584.72",920,https://www.amazon.com/dp/B0D213Z273,https://m.media-amazon.com/images/I/61s4cLKg-wL._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.460Z,182
B081B45LWS,"Vegan Collagen Supplements with Biotin for Hair, Skin, Nails & Joints - 2 Months Supply. Cruelty Free Plant Based Collagen Vegan, Vegetarian Collagen Booster Pills. Vegan Collagen for Women and Men",$17.99,4.2,2400,Unknown,Health & Household,26294,Collagen Supplements,275,,,1,1,FBA,"$17,252.79","1,023",https://www.amazon.com/dp/B081B45LWS,https://m.media-amazon.com/images/I/81Yw2LE+PFL._AC_UL320_.jpg,TRUE,FALSE,4,2026-01-27T16:32:26.461Z,183
B00R7FGIWK,"Bulletproof Unflavored Collagen Peptides Powder, 17.6 Ounces, Grass-Fed Collagen Protein and Amino Acids for Skin, Bones and Joints, Packaging May Vary",$44.95,4.6,13400,USA,Health & Household,2389,Collagen Supplements,25,,,11,1,FBA,"$513,547.02","10,970",https://www.amazon.com/dp/B00R7FGIWK,https://m.media-amazon.com/images/I/716ye3JDvCL._AC_UL320_.jpg,TRUE,TRUE,4,2026-01-27T16:32:26.462Z,184
B07RM863YT,"Zammex Collagen Peptides Powder, 90 Servings, Unflavored Instant Powdered, Pure Hydrolyzed Collagen Protein Powder (Type I, III) 100% Grass Fed, Paleo & Keto, Non-GMO, for Skin Hair Nail Joint",$39.95,4.5,6200,USA,Health & Household,16202,Collagen Supplements,171,,,4,1,FBA,"$62,454.84","2,023",https://www.amazon.com/dp/B07RM863YT,https://m.media-amazon.com/images/I/615q5WdBd5L._AC_UL320_.jpg,TRUE,TRUE,4,2026-01-27T16:32:26.462Z,185
B086KKP4RK,"Ancient Nutrition Collagen Pills for Joint Support, Multi Collagen Capsules 90 Ct, Joint + Mobility, Supports Joints, Skin & Nails, Exercise Recovery, Paleo and Keto Friendly, Gluten Free",$43.32,4.6,903,USA,Health & Household,25729,Collagen Supplements,267,,,1,4,FBA,"$47,685.42","1,098",https://www.amazon.com/dp/B086KKP4RK,https://m.media-amazon.com/images/I/614Yu23PJBL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.004Z,186
B0FYXW9J2K,"Collabrush Collagen + Nano-Hydroxyapatite Teeth Powder, Smile Strengthening Collagen Powder for Gums & Enamel Care, Natural Collagen ToothPowder, Fluoride-Free, Gentle Formula for Sensitive Gums, 50G",$25.99,4.3,12,Unknown,Health & Household,21952,Toothpaste,337,,,1,1,FBA,"$10,731.85",372,https://www.amazon.com/dp/B0FYXW9J2K,https://m.media-amazon.com/images/I/71MY2wBJxmL._AC_UL320_.jpg,FALSE,FALSE,5,2026-01-27T16:36:09.006Z,187
B09PGXMDFD,"NutriBreakfast by Nutrillermo/Keto Protein Collagen Powder with MCT Oil/MCT Oil Powder/Keto Collagen Peptides with Grass-Fed Bovine Collagen Type I & III (15.9, Chocolate)",$49.99,4.6,418,USA,Health & Household,20997,Sports Nutrition Protein Powder Blends,97,,,3,1,FBA,"$69,052.59","1,381",https://www.amazon.com/dp/B09PGXMDFD,https://m.media-amazon.com/images/I/61fe2rZlz-L._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.009Z,188
B07ZNKJ42R,"Sparkle Wellness FORTIGEL & TENDOFORTE Collagen Peptides | Collagen Powder with Calcium Ascorbate Vitamin C to Support Joint Mobility, Tendon & Ligament Health | Joint Boost (No Flavor) [30-Serves]",$39.50,4.4,406,USA,Health & Household,20758,Collagen Supplements,224,,,6,2,FBA,"$49,615.14","1,256",https://www.amazon.com/dp/B07ZNKJ42R,https://m.media-amazon.com/images/I/61z142IQAqL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.010Z,189
B07K4RF369,"Garden of Life Grass Fed Collagen Beauty - Strawberry Lemonade, 20 Servings, Powder for Women Men Hair Skin Nails, Hydrolyzed Collagen Peptides Protein Powder Supplement",$25.89,4.3,3300,Amazon,Health & Household,22516,Collagen Supplements,240,,,2,2,AMZ,"$31,767.33","1,226",https://www.amazon.com/dp/B07K4RF369,https://m.media-amazon.com/images/I/71SoMN5NT-L._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.010Z,190
B0DH8KHD4R,"Advanced Marine Collagen Powder Plus Liposomal Vitamin C, Hyaluronic Acid & Biotin, Sugar-Free Type I Collagen Supplement for Skin, Hair, Nails, Joint & Gut Health - 30 Servings, Unflavored",$49.37,4.2,128,USA,Health & Household,24890,Collagen Supplements,259,,,1,1,FBA,"$37,401.70",751,https://www.amazon.com/dp/B0DH8KHD4R,https://m.media-amazon.com/images/I/81cazoxHHAL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.011Z,191
B07XK2S21D,"Sparkle Wellness VERISOL Bioactive Hydrolyzed Collagen Peptides | Collagen Powder Supplement with Vitamin C for Skin, Hair & Nail Health | Skin Boost (No Flavor) [50-Serves]",$33.50,4.5,1400,USA,Health & Household,15308,Collagen Supplements,160,,,10,1,FBA,"$61,067.37","2,462",https://www.amazon.com/dp/B07XK2S21D,https://m.media-amazon.com/images/I/61jjvCSGuzL._AC_UL320_.jpg,FALSE,FALSE,5,2026-01-27T16:36:09.011Z,192
B0DZ35W76L,"FORTIBONE® Premium Bone Health Collagen Peptides w/FORTIGEL®, VERISOL® & TENDOFORTE®, Clinically-Supported for Bones, Joints Skin Hair Nails, Hydrolyzed Collagen, Anti-Aging Formula (30 Servings)",$67.00,4.4,64,USA,Health & Household,26971,Collagen Supplements,280,,,1,1,FBA,"$71,613.17","1,069",https://www.amazon.com/dp/B0DZ35W76L,https://m.media-amazon.com/images/I/615EkROyP6L._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.011Z,193
B0921XX3S5,"BB LAB Good Night Low Molecular Collagen Powder Stick Supplement, Halal Certified, Korean Marine Collagen, Fish Collagen Peptides, Vitamin C, Glycine, Fast Absorption, Mix Berry Flavor",$25.99,4.4,1000,Korea,Health & Household,16776,Collagen Supplements,181,,,3,1,FBA,"$53,640.20","1,869",https://www.amazon.com/dp/B0921XX3S5,https://m.media-amazon.com/images/I/611esaLdhOL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.012Z,194
B07PRSRNFV,"Vital Proteins Collagen Peptides Single, 0.35 OZ",$3.71,4.5,589,Amazon,Health & Household,97145,Collagen Supplements,852,,,1,2,AMZ,$609.08,160,https://www.amazon.com/dp/B07PRSRNFV,https://m.media-amazon.com/images/I/61NBMLy8e5L._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.012Z,195
B099WKTP55,"Living Silica Plant Based Collagen Booster | Vegan | Supports Healthy Collagen and Elastin Production for Joint & Bone Support, Glowing Skin, Strong Hair & Nails 500 ml | 16.9 Fl Oz",$29.95,4.6,1100,USA,Health & Household,28167,Collagen Supplements,292,Herbal Supplements,1787,2,1,FBA,"$30,559.89",983,https://www.amazon.com/dp/B099WKTP55,https://m.media-amazon.com/images/I/61m80Q1qj2L._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.013Z,196
B0CP8RH214,"Collagen Booster Gel Serum for Korean Skin Care & Microcurrent Face Massagers, Filled With Collagen Capsules, Hydrating & Nourishing & Revitalizing Facial Gel for Skin Care 3.38 Fl Oz",$16.99,4.4,952,USA,Beauty & Personal Care,24532,Facial Serums,590,,,1,2,FBA,"$16,783.72",988,https://www.amazon.com/dp/B0CP8RH214,https://m.media-amazon.com/images/I/61LWhr+gWlL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.013Z,197
B0FP952NXH,"Multi Collagen Peptides Liquid Drops for Women & Men-Type I, II, III, V, X丨Hydrolyzed Collagen Peptides, Collagen Proteins W. Hyaluronic Acid, Biotin & Vitamin C for Hair Skin & Joint Gut Health",$21.99,4.6,78,China,Health & Household,21623,Collagen Supplements,231,,,1,1,FBA,"$6,942.94",316,https://www.amazon.com/dp/B0FP952NXH,https://m.media-amazon.com/images/I/714QFkTM3qL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.013Z,198
B0F9LSMRN1,"Vital Proteins® Active Complex, 20g Collagen Peptides, Improves Joint Comfort, Supports Movement & Mobility",$25.49,4.4,72,USA,Health & Household,27515,Collagen Supplements,285,,,1,3,FBA,"$22,521.36",885,https://www.amazon.com/dp/B0F9LSMRN1,https://m.media-amazon.com/images/I/71IXZJ-0qkL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.014Z,199
B0DHHWBF1L,"Liquid Collagen for Dogs and Cats, Skin & Coat Supplement, Itch Relief, Joint & Mobility Support, Enriched with Grass-Fed Collagen, MSM, Biotin & Ginger, Daily All-in-One Pet Health Formula",$9.95,4.3,241,USA,Pet Supplies,10010,Dog Itch Remedies,90,,,1,1,FBA,"$10,371.29","1,042",https://www.amazon.com/dp/B0DHHWBF1L,https://m.media-amazon.com/images/I/71vzYYJ4KPL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.014Z,200
B0DK8JTM7F,"SUNGBOON EDITOR Deep Collagen Melting Patch | Collagen & Glutathione, Hydrating Patch, Firm-Looking Skin for Fine Line Care, Spot Care, Collagen Patches, Eye Area Care Patch, Korean Skincare,1.13 oz",$26.00,3.8,145,Korea,Beauty & Personal Care,17937,Eye Wrinkle Pads & Patches,41,,,1,2,FBA,"$9,962.86",455,https://www.amazon.com/dp/B0DK8JTM7F,https://m.media-amazon.com/images/I/51iHTwb5yJL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.015Z,201
B0F1C1Z82J,"Collagen Peptides Liquid Drops, Multi Collagen Peptide for Skin Hair Nail Joints Bones Gut Health, Hydrolyzed Liquid Collagen Peptides w/Glucosamine Chondroitin MSM Biotin Vitamins for Women and Men",$13.95,4.3,120,China,Health & Household,27935,Collagen Supplements,291,,,1,2,FBA,"$10,811.33",775,https://www.amazon.com/dp/B0F1C1Z82J,https://m.media-amazon.com/images/I/71q1J+BKSPL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.015Z,202
B00X3LLANO,"HEALTH DIRECT AminoSculpt Sugar-Free Collagen Supplement - High Potency Medical-Grade Protein for Hair, Skin, Nails & Joints, Grass-Fed, Non-GMO, Liquid Collagen - Tart Cherry - 30 Fl Oz",$62.99,4.4,2400,USA,Health & Household,13384,Collagen Supplements,127,,,6,8,FBA,"$133,098.94","2,365",https://www.amazon.com/dp/B00X3LLANO,https://m.media-amazon.com/images/I/61ogs5zijGL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.016Z,203
B0FMFDC96R,"5 Pack Deep Collagen Face Mask, Bio-Collagen Korean Overnight Hydrogel Mask, Anti Wrinkle Firming Lifting Korean Collagen Films for Improve Skin Elasticity, Firming And Moisturizing",$9.49,4.5,93,China,Beauty & Personal Care,23779,Facial Masks,226,,,3,2,FBA,"$9,387.78",972,https://www.amazon.com/dp/B0FMFDC96R,https://m.media-amazon.com/images/I/615jZjXZZyL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.016Z,204
B08HDPK5MZ,"Great Lakes Wellness Collagen Peptides Powder for Skin, Hair, Nails, Joints & Digestion - Chocolate Flavored - Quick Dissolve Hydrolyzed, Non-GMO, Kosher - 10 oz",$24.77,4.2,2000,USA,Health & Household,13590,Collagen Supplements,132,,,8,3,FBA,"$33,399.20","1,381",https://www.amazon.com/dp/B08HDPK5MZ,https://m.media-amazon.com/images/I/51kCfg8EzVL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.017Z,205
B09P1X5KFQ,"Great Lakes Wellness Sustainable Marine Collagen Peptides Powder for Skin, Hair, Nails, Joints & Digestion - Unflavored - Quick Dissolve Hydrolyzed, Wild Caught, MSC Certified, Non-GMO, Kosher - 8 oz",$18.95,4.2,343,USA,Health & Household,25643,Collagen Supplements,266,,,3,5,FBA,"$20,254.68",754,https://www.amazon.com/dp/B09P1X5KFQ,https://m.media-amazon.com/images/I/515Q4xM7dvL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.017Z,206
B08LG3PKY3,Future Kind Vegan Collagen - Supports Collagen Production with Biotin and Vitamin C (60 Capsules in Glass Bottle),$29.99,4.4,310,USA,Health & Household,30221,Collagen Supplements,306,,,1,2,FBA,"$25,966.78",866,https://www.amazon.com/dp/B08LG3PKY3,https://m.media-amazon.com/images/I/71LC2gVeFNL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.018Z,207
B07RY9YNYZ,"Vegan Collagen Builder - Organic Whole Foods Fruits + Veg, Silica, Lutein, Vitamin C, Biotin, Grape Seed - Amino Acids Glycine, Lysine + Proline Collagen Boosters (30 Servings, Tablets)",$17.95,4.4,1100,USA,Health & Household,29614,Collagen Supplements,302,,,2,2,FBA,"$21,672.43",973,https://www.amazon.com/dp/B07RY9YNYZ,https://m.media-amazon.com/images/I/61BZ3E+hsNL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.018Z,208
B0DFQ2G8RC,"Hydrolyzed Collagen Peptides Pills for Women 2000mg Liposomal Form Type I, II, III, V, X for Optimal Absorption, Multi Collagen Softgels, Collagen Supplements with Hair, Skin & Nails Vitamins 120 Cts",$29.99,4.5,353,USA,Health & Household,30706,Collagen Supplements,312,,,2,1,FBA,"$38,212.72","1,212",https://www.amazon.com/dp/B0DFQ2G8RC,https://m.media-amazon.com/images/I/71t0Y1ZNzqL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.019Z,209
B096YNMNJZ,"Ancient Nutrition Collagen Peptides, Collagen Peptides Powder, Vanilla Hydrolyzed Collagen, Supports Healthy Skin, Joints, Gut, Keto and Paleo Friendly, 12 Servings, 20g Collagen per Serving",$19.96,4.4,2900,USA,Health & Household,19542,Collagen Supplements,211,,,3,2,FBA,"$35,176.50","1,721",https://www.amazon.com/dp/B096YNMNJZ,https://m.media-amazon.com/images/I/51mbxITJnyL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.019Z,210
B076V14RBV,"Codeage Multi Collagen Peptides Protein Capsules, 5 Collagen Types, Grass-Fed & Hydrolyzed Bovine Collagen Pills Supplement, Ashwagandha, Amla Berry Vitamins, Collagen Peptides - 90 Capsules",$33.99,4.4,2000,USA,Health & Household,24225,Collagen Supplements,251,,,2,3,FBA,"$43,098.01","1,146",https://www.amazon.com/dp/B076V14RBV,https://m.media-amazon.com/images/I/61KHOd3S0-L._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.020Z,211
B0BDT2D8YD,"Isagenix Collagen Elixir - Drink with Marine Collagen Peptides - Support a Youthful Appearance with Vitamin C, Zinc & Biotin - 50 mL",$65.00,4.5,224,USA,Health & Household,28883,Collagen Supplements,296,,,1,1,FBA,"$52,656.65",810,https://www.amazon.com/dp/B0BDT2D8YD,https://m.media-amazon.com/images/I/71zDPdlxMcL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.020Z,212
B07DN4H67T,"LAPCOS Collagen Sheet Mask, Firming Daily Face Mask with Collagen Peptides for Anti-Aging, Helps to Minimize Wrinkles, Restores Skin Elasticity & Firmness, Hydrating, Korean Beauty, 5-Pack",,4.5,6900,Unknown,Beauty & Personal Care,6476,Facial Masks,55,,,14,2,FBA,"$108,152.33","5,378",https://www.amazon.com/dp/B07DN4H67T,https://m.media-amazon.com/images/I/81XUBXg029L._AC_UL320_.jpg,FALSE,FALSE,5,2026-01-27T16:36:09.021Z,213
B0FD4KCSN7,"Ancient Nutrition Creatine + Collagen – Muscle Strength, Lean Body Mass, Joint Comfort & Cognitive Support – Includes 5g Creatine Monohydrate for Women, 30 Servings",$32.95,4.4,43,USA,Health & Household,36856,Creatine Nutritional Supplements,214,,,1,1,MERCH,"$11,075.66",336,https://www.amazon.com/dp/B0FD4KCSN7,https://m.media-amazon.com/images/I/71fRG7zQ4pL._AC_UL320_.jpg,FALSE,FALSE,5,2026-01-27T16:36:09.022Z,214
B0D684Y9TV,"NativePath Joint Health Advanced Formula, Type 1 & 3 Peptides with Fortigel & Verisol, Grass-Fed Unflavored Collagen for Women & Men, 30 Servings",$47.99,4.5,259,USA,Health & Household,30434,Collagen Supplements,309,,,1,1,FBA,"$42,080.21",764,https://www.amazon.com/dp/B0D684Y9TV,https://m.media-amazon.com/images/I/61mtkadRWmL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.022Z,215
B074VH9C6J,"Zhou Collagen Peptides - Pure Hydrolized Collagen Powder for Women & Men, Grass Fed Natural Bovine Collagen for Skin, Hair Growth, Joints & Bones - 18 oz Jar (46 Servings)",$30.59,4.5,3600,USA,Health & Household,32281,Collagen Supplements,321,,,1,2,FBA,"$26,160.28",902,https://www.amazon.com/dp/B074VH9C6J,https://m.media-amazon.com/images/I/71NlEZ4wOcL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.023Z,216
B0FSVSP5QX,"Cemenrete Multi-Balm Collagen Extract Hydrating Stick with Calcium Volume, Anti-Aging Moisturizing Formula for Face, Eyes and Neck, Purple, 9g/0.32oz ffz (2, 4.13x2.2)",$16.99,3.9,77,Unknown,Beauty & Personal Care,19951,Face Moisturizers,537,,,2,1,FBA,"$10,864.38",781,https://www.amazon.com/dp/B0FSVSP5QX,https://m.media-amazon.com/images/I/51KqC8aLINL._AC_UL320_.jpg,TRUE,FALSE,5,2026-01-27T16:36:09.023Z,217
B072C29992,"Collagen Dressing Pads - 2"" x 2"" 5 Count Collagen Pads for Wounds - Non-Adherent Collagen Dressing for Wound Care - Safe n' Simple Wound Care Supplies",$39.99,4.5,493,USA,Health & Household,23753,First Aid Bandaging Pads,52,,,5,1,FBA,"$72,853.57","1,464",https://www.amazon.com/dp/B072C29992,https://m.media-amazon.com/images/I/81KjLTFeSDL._AC_UL320_.jpg,FALSE,FALSE,5,2026-01-27T16:36:09.024Z,218
B0FC33Z2GX,"Kathy Ireland Multi Collagen Protein Powder Peptides, Types I, II, III, V, X Unflavored, 20g Protein per Serving, Bovine, Chicken, 16 oz",$34.99,4.6,27,USA,Beauty & Personal Care,179018,Skin Care Sets & Kits,546,,,2,1,FBA,$870.36,25,https://www.amazon.com/dp/B0FC33Z2GX,https://m.media-amazon.com/images/I/51LTLpmRj4L._AC_UL320_.jpg,FALSE,TRUE,5,2026-01-27T16:36:09.025Z,219
B09RQ9L2X8,"Dr. Mercola Collagen Complex - Supports Skin & Connective Tissue - Types I, II & III Collagen - Non-GMO, Gluten-Free & Soy-Free - 90 Tablets (30 Servings)",$39.97,4.6,100,USA,Health & Household,84062,Collagen Supplements,757,,,1,1,FBA,"$8,252.27",206,https://www.amazon.com/dp/B09RQ9L2X8,https://m.media-amazon.com/images/I/61Cg4awT39L._AC_UL320_.jpg,TRUE,TRUE,5,2026-01-27T16:36:09.025Z,220
B0DGF98BVS,"Colasil Collagen Booster Capsules – Organic Silica (OSA) + Hydrolyzed Collagen Generator for Hair, Skin, Nails, Bones & Joints – High Absorption, Non-GMO, Allergen-Free, 120 Capsules (60-Day Supply)",$63.15,4.6,20,USA,Health & Household,126229,Collagen Supplements,1059,,,2,1,FBA,"$4,169.29",79,https://www.amazon.com/dp/B0DGF98BVS,https://m.media-amazon.com/images/I/61yOgOZcz+L._AC_UL320_.jpg,TRUE,TRUE,5,2026-01-27T16:36:09.026Z,221
B09P9JMW9L,"Halal & Grass Fed Collagen Peptides Powder 1 lb. 16oz Unflavored Hydrolyzed Collagen Peptides Powder Type I & Type III for Hair, Skin, Nails & Joints | Keto & Paleo Friendly | Sugar & Gluten Free",$32.29,4.5,278,USA,Health & Household,33399,Collagen Supplements,334,,,1,1,FBA,"$32,009.37",895,https://www.amazon.com/dp/B09P9JMW9L,https://m.media-amazon.com/images/I/61EcHlLTBpL._AC_UL320_.jpg,TRUE,TRUE,5,2026-01-27T16:36:09.027Z,222
B07SD6FCVS,"MaryRuth Organics Vegan Collagen for Women & Men, Collagen Boosting Gummies, Skin Care, Lysine, Vitamin C, Vitamin A, Amla, Supplement for Hair & Skin, Vegan, Non-GMO, Gluten Free, 90 Servings",$29.95,4.2,4400,USA,Health & Household,29310,Collagen Supplements,299,,,1,2,MERCH,"$16,041.53",538,https://www.amazon.com/dp/B07SD6FCVS,https://m.media-amazon.com/images/I/81gj81-LX9L._AC_UL320_.jpg,FALSE,FALSE,6,2026-01-27T16:42:43.769Z,223
B0F297223H,"Kind Patches Collagen Patches - Skin Firming with Vitamin C, Amino Acids - Nature's Hyaluronic Acid for Hydration, Healthier Hair and Nails - 30 Count",$15.49,4.1,204,USA,Health & Household,47837,Collagen Supplements,453,,,1,3,MERCH,"$18,837.18","1,228",https://www.amazon.com/dp/B0F297223H,https://m.media-amazon.com/images/I/51yceJIAM8L._AC_UL320_.jpg,FALSE,FALSE,6,2026-01-27T16:42:43.770Z,224
B07227WPWG,"Codeage Marine Collagen Powder - Wild-Caught Hydrolyzed Fish Collagen Peptides - Type 1 & 3 Collagen Protein Supplement - Amino Acids for Skin, Hair, Nails - Paleo Friendly, Non-GMO, 15.87 Ounces",$49.99,4.5,912,USA,Health & Household,32014,Collagen Supplements,318,,,1,2,FBA,"$38,774.69",776,https://www.amazon.com/dp/B07227WPWG,https://m.media-amazon.com/images/I/61WqOsRyFuL._AC_UL320_.jpg,TRUE,FALSE,6,2026-01-27T16:42:43.770Z,225
