asin,title,price,rating,reviews,countryOfOrigin,category1,bsr1,category2,bsr2,category3,bsr3,variations,sellers,fulfillment,revenue30d,unitSales30d,url,image,isPrime,isSponsored,pageNum,scrapedAt
"B08826B2XL","Frito-Lay Ultimate Classic Snacks Package, Variety Assortment of Chips, Cookies, Crackers, & Nuts, 0.56 ounces, (Pack of 40) (Packaging May Vary)","$19.75","4.6","113231","","Grocery & Gourmet Food","104","Snack Food Gifts","1","","","11","5","AMZ","$965,935.62","36,847","https://www.amazon.com/dp/B08826B2XL","https://images-na.ssl-images-amazon.com/images/I/91dqrCz23TL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.596Z"
"B0822XNNY6","Valentine's Day Gift Care Package (50ct) Snacks Chocolates Candy Box Assortment Variety Bundle Present Kids Adults Boy Girl Guy Friend College Husband Wife Boyfriend Girlfriend Love","$31.95","4.4","3103","","Grocery & Gourmet Food","770","Snack Food Gifts","2","","","3","2","FBA","$80,815.70","2,606","https://www.amazon.com/dp/B0822XNNY6","https://images-na.ssl-images-amazon.com/images/I/91HdWG9IxvL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.600Z"
"B0BR4HCPVJ","Valentines Day Gifts Movie Night Popcorn Gift Set, Valentines Day Gifts For Her Him, 10 Piece Set, 5 Gourmet Popcorn Kernels and 5 Popcorn Seasoning Flavoring, Kosher, Non-GMO Romantic Movie Night Gift Baskets Idea","$20.48","4.5","1357","","Grocery & Gourmet Food","1421","Snack Food Gifts","3","","","7","1","FBA","$111,795.61","4,629","https://www.amazon.com/dp/B0BR4HCPVJ","https://images-na.ssl-images-amazon.com/images/I/81tbAhxp96L._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.603Z"
"B06XS6WNWW","Veratify - Healthy Mixed Snack Box & Snacks Gift Variety Basket - Perfect for Men, Women, Adults, Office, School, College, Work - Variety Assortment Gift Basket - (Gift Care Package 66 Count)","$47.78","4.6","7220","","Grocery & Gourmet Food","2224","Snack Food Gifts","4","","","2","8","FBA","$349,159.65","7,150","https://www.amazon.com/dp/B06XS6WNWW","https://images-na.ssl-images-amazon.com/images/I/91SfJqLtNuL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.607Z"
"B0GCPLBHXH","Valentine's Snacks Care Package Gift Box - Snack Box Gift Basket - Large Variety Snacks, Candy & Treats for College Students, Adults, Kids - 45 Count","$24.99","4.4","132","","Grocery & Gourmet Food","3276","Snack Food Gifts","5","","","3","1","FBA","$27,929.58","1,238","https://www.amazon.com/dp/B0GCPLBHXH","https://images-na.ssl-images-amazon.com/images/I/91pO1zqrEXL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.610Z"
"B0B4X5SLKC","Pop n' Dulge Popcorn Movie Night Supplies 16 pcs Gift Set, 5 Gourmet Popcorn Kernels, 5 Seasoning Variety Packs Non-GMO Kosher Snacks, Great Housewarming Family Date Night Gifts Basket Ideas For Him Her","$21.95","4.5","3917","","Grocery & Gourmet Food","4293","Snack Food Gifts","7","","","1","2","FBA","$161,343.76","7,015","https://www.amazon.com/dp/B0B4X5SLKC","https://images-na.ssl-images-amazon.com/images/I/81ZCAoimEAL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.612Z"
"B0FGQSTXBK","Snack Box Care Package Gift Box - Large Variety Snack, Candy & Treats for College Students, Adults, Kids, and Office Treats - 60 Count","$36.94","4.0","417","","Grocery & Gourmet Food","4259","Snack Food Gifts","6","","","3","4","FBA","$193,271.98","5,678","https://www.amazon.com/dp/B0FGQSTXBK","https://images-na.ssl-images-amazon.com/images/I/917Q6Rk1XjL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.614Z"
"B0FYRJ1P9N","Feastables Beast Games Season 2 Bundle, Mrbeast Snacks Variety Pack With Chocolate Bars and Cups, Protein Milk, Hydration Drink, and Beef Jerky, Gift Basket for Adults and Kids, 10 Count Snack Box","$19.99","4.5","88","","Grocery & Gourmet Food","4579","Snack Food Gifts","8","","","1","2","AMZ","$63,631.26","3,183","https://www.amazon.com/dp/B0FYRJ1P9N","https://images-na.ssl-images-amazon.com/images/I/71y3HajBCEL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.616Z"
"B07JGZ3J7R","Healthy snack Care Package (30 count) A Gift crave Snack Box with a Variety of Healthy Snack Choices – Great for Office, College Military, Work, Students etc.","$28.89","4.4","3802","","Grocery & Gourmet Food","4723","Snack Food Gifts","9","","","2","2","FBA","$158,215.37","4,877","https://www.amazon.com/dp/B07JGZ3J7R","https://images-na.ssl-images-amazon.com/images/I/91WorpxwJcL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.617Z"
"B00FBGKCHE","Broadway Basketeers Gourmet Valentines Gift Basket for Women, Men, Families, Teacher, College, Appreciation, Thank You, Birthday, Corporate, Get Well, Sympathy Chocolate Baskets","$38.11","4.5","3364","","Grocery & Gourmet Food","5471","Snack Food Gifts","10","","","1","3","AMZ","$219,837.79","5,174","https://www.amazon.com/dp/B00FBGKCHE","https://images-na.ssl-images-amazon.com/images/I/91lWAVZ1QJL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.619Z"
"B08XXXXTYZ","Ultimate Healthy Care Package (30 Count) - Bars & Nuts Variety- Gift Box Bundle Present - Kids, Adults, Boys, Girls, College Student,","$29.99","4.6","1448","","Grocery & Gourmet Food","5949","Snack Food Gifts","11","","","1","1","FBA","$94,686.37","2,990","https://www.amazon.com/dp/B08XXXXTYZ","https://images-na.ssl-images-amazon.com/images/I/91b0AkGW+mL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.621Z"
"B0G2LDXM3X","Hangry Kits Valentine's Day Care Package - Send a Valentines Gift Basket Care Package To A Friend Or Loved One. Delicious Variety Of Comforting Snacks","$19.99","4.5","503","","Grocery & Gourmet Food","4585","Snack Food Gifts","12","","","9","2","MERCH","$39,999.64","1,692","https://www.amazon.com/dp/B0G2LDXM3X","https://images-na.ssl-images-amazon.com/images/I/818qbVYjhWL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.622Z"
"B0BGRPQVMJ","The Swiss Colony 27 Favorites Food Gift Set, Summer Sausage Meats and Cheeses, Assorted Chocolates, Candies, Petits Fours, Cheese & Charcuterie Board Gifts Basket, Holiday, Christmas - Holiday Red Box","$44.99","4.5","11402","","Grocery & Gourmet Food","6907","Snack Food Gifts","21","","","20","1","MERCH","$375,117.88","7,024","https://www.amazon.com/dp/B0BGRPQVMJ","https://images-na.ssl-images-amazon.com/images/I/81HpRQqnxdL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.623Z"
"B08JPGMK2H","Mexican Candy Mix Assortment Snack (42 Count) Dulces Mexicanos Variety Of Best Sellers Spicy, Sweet, and Sour Bulk candies, Includes Luca, Pelon, Pulparindo, Rellerindo, by JVR TRADE","$14.95","4.1","3840","","Grocery & Gourmet Food","8531","Snack Food Gifts","13","","","1","1","FBA","$23,194.84","1,578","https://www.amazon.com/dp/B08JPGMK2H","https://images-na.ssl-images-amazon.com/images/I/91Ux0zX-aEL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.625Z"
"B00BY78O7Y","Wine Country Gift Baskets The Bon Appetit Gourmet Gift Basket Gift for Families College Students Appreciation Thank You Congratulations Get Well Soon Care Package","$42.83","4.2","2042","","Grocery & Gourmet Food","9372","Snack Food Gifts","16","","","1","2","AMZ","$214,124.20","5,343","https://www.amazon.com/dp/B00BY78O7Y","https://images-na.ssl-images-amazon.com/images/I/81SgSyigt0L._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.627Z"
"B07PSKGDQP","Snack Box Variety Pack (40 Count) - Valentines Snacks Variety Pack for Adults, Kids & Teens with Chips, Cookies & Bars - Valentines Care Package College, Office Treats, Travel & Birthdays","$26.99","4.1","4897","","Grocery & Gourmet Food","9410","Snack Food Gifts","17","","","2","5","FBA","$81,739.98","3,504","https://www.amazon.com/dp/B07PSKGDQP","https://images-na.ssl-images-amazon.com/images/I/91LytgxgQpL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.628Z"
"B07KV544HT","International Snack Box, Unique Experience with Universal Exotic Candies and Treats from around the World, Gift-Ready Foreign Foods in Packages Inspired by European, Japanese and Korean Cultures","$29.95","4.2","5553","","Grocery & Gourmet Food","9276","Snack Food Gifts","14","","","4","7","FBA","$110,017.35","3,231","https://www.amazon.com/dp/B07KV544HT","https://images-na.ssl-images-amazon.com/images/I/91YQkd2hkVL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.629Z"
"B0BB47L81H","Jumbo Jumble Snack Box (40 Count) Protein Gift Care Package Snacks Variety Pack for Adults Teens Kids Men Women College Office Birthday (Protein Set)","$35.97","4.4","473","","Grocery & Gourmet Food","9675","Food Assortments & Variety Gifts","6","Snack Food Gifts","20","3","3","FBA","$130,152.05","3,783","https://www.amazon.com/dp/B0BB47L81H","https://images-na.ssl-images-amazon.com/images/I/81YOZU-mVhL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.631Z"
"B0FL939PFL","Chipotle Physical Gift Card - $50","$50.00","4.8","3569","","Grocery & Gourmet Food","9293","Snack Food Gifts","15","","","2","1","AMZ","$94,583.76","2,757","https://www.amazon.com/dp/B0FL939PFL","https://images-na.ssl-images-amazon.com/images/I/713QevrrJBL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.632Z"
"B0BG69Z4KW","Niro Assortment | Ultimate Snack Boxes | Bar Variety Pack | Snack Box for Adults | Snacks Care Package | 30 Count Variety Pack","$21.95","2.9","713","","Grocery & Gourmet Food","9634","Snack Food Gifts","19","","","2","2","FBA","$87,474.83","3,300","https://www.amazon.com/dp/B0BG69Z4KW","https://images-na.ssl-images-amazon.com/images/I/A1fHQuzYP7L._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.633Z"
"B0GFXY4G68","Valentine’s Day Chocolate Gift Basket - Assortment Tray Sweet & Savery Gourmet Snack Food Gift Box With Caramel Popcorn, Chocolate Pretzels, Chocolate Bark & Truffles","$19.99","5.0","2","","Grocery & Gourmet Food","9603","Snack Food Gifts","18","","","1","1","FBA","$399.38","16","https://www.amazon.com/dp/B0GFXY4G68","https://images-na.ssl-images-amazon.com/images/I/81ljM5LcfWL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.635Z"
"B003U82VTC","Broadway Basketeers Valentines Gift Basket – Kosher Gourmet Snack & Chocolate Food Gifts for Women, Men, Family, Thank You, Corporate","$31.34","4.4","2573","","Grocery & Gourmet Food","10590","Snack Food Gifts","23","","","2","2","AMZ","$122,490.90","3,498","https://www.amazon.com/dp/B003U82VTC","https://images-na.ssl-images-amazon.com/images/I/81ae1tYhvXL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.636Z"
"B0GD174HYX","Valentines Movie Night Gift basket - Valentines popcorn bags and candy for Valentine gifts - Valentines day gift baskets for kids and adults - Valentines candy box by Cheshire Gifts","$25.95","4.5","81","","Grocery & Gourmet Food","10272","Snack Food Gifts","22","","","3","1","FBA","$22,160.92","615","https://www.amazon.com/dp/B0GD174HYX","https://images-na.ssl-images-amazon.com/images/I/71fBNC1vIcL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.637Z"
"B085NX22RY","Gluten Free Palace 100 Calorie Snacks Variety Pack – Gluten Free Healthy Valentine’s Day Snack Care Package – Low Calorie Vegan Protein Bars & Nuts – Guilt‑Free Snack Gift Basket for Adults, College Students & Corporate Valentine Gifts (20 Count)","$38.99","4.2","908","","Grocery & Gourmet Food","12114","Snack Food Gifts","24","","","3","1","FBA","$30,974.26","678","https://www.amazon.com/dp/B085NX22RY","https://images-na.ssl-images-amazon.com/images/I/81rRZ31J4dL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.638Z"
"B088QV8L65","Snacks Variety Pack for Adults - Snack Box Care Package Gift Box - Bulk Healthy Snack Bag Assortment (34 pack)","$46.99","4.3","2714","","Grocery & Gourmet Food","12805","Snack Food Gifts","25","","","1","3","FBA","$55,990.22","1,190","https://www.amazon.com/dp/B088QV8L65","https://images-na.ssl-images-amazon.com/images/I/911PYN4k6JL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.640Z"
"B08FZLN2YW","International Snack Box, Unique Experience with Universal Exotic Candies and Treats from around the World, Gift-Ready Foreign Foods in Packages Inspired by European, Japanese and Korean Cultures","$14.95","4.3","2331","","Grocery & Gourmet Food","13189","Snack Food Gifts","27","","","4","2","FBA","$21,860.40","1,291","https://www.amazon.com/dp/B08FZLN2YW","https://images-na.ssl-images-amazon.com/images/I/91b8f84vsXL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.642Z"
"B0F9NNXW6W","Rose Bubble Box with Caramel Chocolate Popcorn by Send A Cake, Ready to Gift, No Assembly Required - Happy Birthday Surprise - Unique Birthday Gift for Women, Men, Sister, Mom, Dad, Best Friend","$49.95","4.0","55","","Grocery & Gourmet Food","12833","Snack Food Gifts","26","","","2","1","FBA","$21,749.37","435","https://www.amazon.com/dp/B0F9NNXW6W","https://images-na.ssl-images-amazon.com/images/I/81c3DKKt84L._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.643Z"
"B093HLG3PR","Snack Box Variety Pack (150 Count) - Valentines Bulk Snacks Variety Pack for Adults, Kids and Teens with Chips, Cookies & Bars - Valentines Care Package College, Movie Nights, Travel & Birthdays","$89.94","4.3","1505","","Grocery & Gourmet Food","13485","Snack Food Gifts","29","","","1","3","FBA","$114,615.85","1,381","https://www.amazon.com/dp/B093HLG3PR","https://images-na.ssl-images-amazon.com/images/I/A1nzAjbGMyL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.645Z"
"B0FFTP3GG8","Broadway Basketeers Sympathy Gift Basket Tower – Gourmet Food Gift for Loss of Loved One – Bereavement & Condolences Gift Basket with Cookies & Snacks to Comfort Family and Friends, Kosher","$23.67","4.3","30","","Grocery & Gourmet Food","13760","Snack Food Gifts","30","","","3","1","AMZ","$41,622.95","1,672","https://www.amazon.com/dp/B0FFTP3GG8","https://images-na.ssl-images-amazon.com/images/I/71U0hQcHG-L._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.646Z"
"B0FWMKMKWW","Niro Gift Basket Assortment | Potato Chips, Pretzels, Popcorn, And Healthy Snacks | Variety Pack 25 Count | 25 Different Snacks in Individual Bags | The Perfect Care Package","$29.99","3.4","39","","Grocery & Gourmet Food","13378","Snack Food Gifts","28","","","2","1","FBA","$18,715.01","583","https://www.amazon.com/dp/B0FWMKMKWW","https://images-na.ssl-images-amazon.com/images/I/81uvL4YXeeL._AC_UL600_SR600,400_.jpg","false","false","1","2026-02-07T07:02:39.647Z"
"B08CNLKCCR","Snack Box Variety Pack (120 Count) - Valentines Bulk Snacks Variety Pack for Adults, Kids and Teens with Chips, Cookies & Bars - Valentines Care Package College, Office, Travel & Birthdays","$79.95","4.5","1857","","Grocery & Gourmet Food","13994","Snack Food Gifts","31","","","2","1","MERCH","$96,590.11","1,394","https://www.amazon.com/dp/B08CNLKCCR","https://images-na.ssl-images-amazon.com/images/I/713mFiSTuNL._AC_UL300_SR300,200_.jpg","false","false","1","2026-02-07T07:02:39.649Z"
